,Complete,Decision,Received,Sent
abcdefg333,0.0,0.0,0.0,0.0
abcdefgh,0.125,0.875,0.25,0.875
abcdef,0.0,0.0,0.0,0.0
abcdehacademy,0.0,0.0,0.0,0.0
abcde,0.0,0.0,0.0,0.0
ABCD,0.875,1.0,0.625,1.0
abchang,0.571428571429,0.928571428571,0.5,1.0
abconrad,0.0,0.0,0.0,0.0
abcxyz,0.0,0.0,0.0,0.0
abczyx,0.666666666667,0.166666666667,1.0,0.0
abdaley,0.0,0.0,0.0,0.0
Abdan,0.0,0.0,0.0,0.0
abdula52,0.0,0.0,0.0,0.0
abdulkadero,0.0,0.0,0.0,0.0
ABDwithadream,0.0,0.0,0.0,0.0
Abear,0.0,1.0,0.0,1.0
abeast321,0.0,0.0,0.0,0.0
abeattie,0.363636363636,0.909090909091,0.363636363636,0.909090909091
abecedarian,1.0,1.0,0.0,1.0
ABECKER,0.0,0.0,0.0,0.0
abedros,0.0,0.0,0.0,0.0
abed,0.0,0.0,0.0,0.0
abee,0.333333333333,0.466666666667,0.266666666667,0.533333333333
Abehahn,0.0,0.0,0.0,0.0
abelanger,0.0,0.166666666667,0.0,0.0
abeleagueredmonk,0.1,0.1,0.0,0.0
abelha,0.0,0.4,0.0,0.0
abelincoln,0.6,0.4,0.4,1.0
abellah,0.0,0.0,0.0,0.0
abelmota,0.0,0.0,0.0,0.0
abeltran1,0.0,0.0,0.0,0.0
abenezra,0.384615384615,0.923076923077,0.538461538462,1.0
abennett6,0.0,0.0,0.0,0.0
abeosos,0.666666666667,0.944444444444,0.0,1.0
aberard,0.0,0.0,0.0,0.0
AbeReles,0.0,0.0,0.0,0.0
Aberforth,0.0,0.0,0.0,0.0
Aberfoxyandfitch,0.0,0.0,0.0,0.0
ABerg28208,0.0,0.0,0.0,0.0
abergeman,0.0555555555556,0.833333333333,0.0,1.0
aberpr1ncess,0.0,0.0,0.0,0.0
abesalke,0.0,0.0,0.0,0.0
abetterway,0.571428571429,0.857142857143,0.285714285714,1.0
abevigoda,0.0,1.0,0.0,1.0
abexx,0.0,0.0,0.0,0.0
abeyno,0.0,0.0,0.0,0.0
abgel,0.0,0.0,0.0,0.0
abhishekfan,0.0,0.0,0.0,0.0
abhit,0.0,0.0,0.0,0.0
abhuerta12,1.0,0.777777777778,1.0,1.0
abi2,0.0,0.0,0.0,0.0
abieqiedie,0.142857142857,0.0,0.0,0.0
abigailallen,1.0,1.0,1.0,1.0
abigaillewis87,0.0,0.0,0.0,0.0
abigirl96,0.0,0.0,0.0,0.0
abij86,0.0,0.0,0.0,0.0
abillah,0.0,0.0,0.0,0.0
abinadi24,0.954545454545,1.0,1.0,1.0
abirkens,0.0,0.0,0.0,0.0
abisho1,0.0,0.0,0.0,0.0
abisho2,0.571428571429,0.285714285714,0.857142857143,0.857142857143
abjones1,1.0,0.769230769231,0.0,0.0
abkambli101,0.0,0.0,0.0,0.0
abkup,0.0,0.0,0.0,0.0
abl1234,0.0,0.0,0.0,0.0
ablan07,1.0,0.0,1.0,1.0
Ablau,0.0,0.0,0.0,0.0
ablaze,0.142857142857,0.857142857143,0.0,0.857142857143
ables,1.0,1.0,1.0,1.0
abloch,0.0,0.0,0.0,0.0
abmv,0.0,0.0,0.0,0.0
abnest,0.0,0.0,0.0,0.0
abneyja3,0.875,0.375,1.0,1.0
ABNRGR,0.0,0.0,0.0,0.0
Abogada37,0.0,0.0,0.0,0.0
abogada,0.0,0.0,0.0,0.0
Abogado2012,0.85,0.55,0.65,1.0
abogado89,0.5,0.2,1.0,1.0
aboizelle,0.0,0.0,0.0,0.0
abomb0964,0.0,0.333333333333,1.0,1.0
abomb,0.0,0.0,0.0,0.0
abomination,0.0,0.0,0.0,0.0
aborba,0.0,0.0,0.0,0.0
aborch1,0.0,0.0,0.0,0.0
abosley,1.0,1.0,0.0,1.0
abotz,0.0,0.0,0.0,0.0
aboursi,0.0,0.0,0.0,0.0
about3blank,0.0,0.0,0.0,0.0
about_time,0.111111111111,1.0,0.222222222222,1.0
AboveTheRim,0.0,0.0,0.0,0.0
aboyd4,0.15,1.0,0.15,0.95
AboyleAboyle,0.0,0.0,0.0,0.0
aboynoir,0.0,0.0,0.0,0.0
abplanj,0.0,0.0,0.0,0.0
abr09139,0.0,0.0,0.0,0.0
ABR18Charmer,0.857142857143,0.928571428571,1.0,1.0
abr2116,0.0,0.0,0.0,0.0
abracadabra,0.333333333333,0.666666666667,0.0,1.0
abradley,0.0,0.0,0.0,0.0
abragg,0.0,0.0,0.0,0.0
AbrahamLincolnChafee,0.0,0.0,0.0,0.0
abrahamluan,0.0,0.0,0.0,0.0
Abraham,0.0,1.0,0.0,1.0
abrams,0.0,0.0,0.0,0.0
abrau,0.0,0.0,0.0,0.0
Abraxas,0.0,0.0,0.0,0.0
abreadrumbnfish,0.0,0.0,0.0,0.0
abreak,0.0,0.0,0.0,0.0
abreeden,0.75,1.0,0.0,1.0
abreede,0.0,0.0,0.0,0.0
ABrEezyY,0.0,0.0,0.0,0.0
abreshears,0.0,0.0,0.0,0.0
abreske,0.0,0.0,0.0,0.0
Abrfk4yrt2,0.0,0.0,0.0,0.0
Abridge17,0.0,0.0,0.0,0.0
Abrikos,0.0714285714286,0.214285714286,0.0,0.428571428571
abrinker01,0.0,0.0,0.0,0.0
abrinkl,0.0,0.0,0.0,0.0
Abroad,0.777777777778,1.0,0.555555555556,1.0
abrooks,0.0,0.928571428571,0.0,1.0
abrown40,0.0909090909091,0.909090909091,0.0,1.0
abrownie,0.0,0.0,0.0,0.0
abruty,0.0,0.0,0.0,0.0
AbruzinoK,0.0,0.0,0.0,0.0
abs0lute,0.0,0.0,0.0,0.0
abs9311,0.947368421053,0.842105263158,1.0,1.0
abschiedskuss,0.0,0.0,0.0,0.0
absentecho,0.0,0.0,0.0,0.0
absentiment,0.0,0.0,0.0,0.0
ABSig1385,0.0,0.3,0.0,0.0
Absinthe,0.0,0.0,0.0,0.0
absmit,0.0,0.0,0.0,0.0
absolua,0.0,0.0,0.0,0.0
Absolut1dr,0.0,0.0,0.0,0.0
absolutazn87,0.0,0.0,0.0,0.0
absolutazn,1.0,1.0,1.0,1.0
absolutbabee,0.0,0.0,0.0,0.0
absolutezero,1.0,1.0,1.0,1.0
absolute,0.0,0.0,0.0,0.0
absolutqaos,0.428571428571,0.857142857143,0.142857142857,0.142857142857
absoluttink,0.0,0.0,0.0,0.0
AbstractAc,0.111111111111,0.0,0.111111111111,1.0
abstract,0.5,0.166666666667,0.666666666667,1.0
absurdityabound,0.0,0.0,0.0,0.0
absworkoutplan,0.384615384615,0.0769230769231,0.923076923077,1.0
Abulia,0.0,0.0,0.0,0.0
abunton,0.0,0.0,0.0,0.0
aburger,0.0,0.0,0.0,0.0
aburick,0.0,0.0,0.0,0.0
aburleson,0.0,0.0,0.0,0.0
abuster73,0.0,0.0,0.0,0.0
abuzachary,0.0,0.0,0.0,0.0
abvasan,0.0,0.0,0.0,0.0
abweaver,0.714285714286,1.0,1.0,1.0
abwo,0.0,0.0,0.0,0.0
abysmallywicked,0.0,0.0,0.0,0.0
abyss,0.0,0.0,0.0,0.0
ac109702,0.0,1.0,0.0,1.0
ac2014,0.0,0.0,0.0,0.0
ac225,1.0,1.0,1.0,1.0
ac341,0.0,0.6,0.4,1.0
ac48298,0.0833333333333,0.833333333333,0.25,1.0
ac61572,0.0,1.0,0.0,0.0
ac727,0.0,0.846153846154,0.0,1.0
acadec,0.0,0.0,0.0,0.0
academiccricket,0.0,0.0,0.0,0.0
acairns1,0.111111111111,0.0,0.0,0.666666666667
acalexander12,0.0,0.0,0.0,0.0
Acampbell99,0.0,0.461538461538,0.153846153846,0.769230769231
Acanaday16,0.0,0.0,0.0,0.0
acanaday88,1.0,0.0,1.0,1.0
ACapes0909,0.0,0.0,1.0,1.0
acapz,0.0,0.0,0.0,0.0
acap,1.0,0.25,1.0,1.0
acardinalheel,1.0,0.272727272727,0.909090909091,1.0
acarey96,0.0,0.0,0.0,0.0
acarlon,0.0,0.0,0.0,0.0
acarlson325,0.0,0.0,0.0,0.0
acarm,0.0,0.333333333333,0.0,0.0
acash09,0.789473684211,1.0,0.789473684211,1.0
acasta02,0.0,0.0,0.0,0.0
acatac,0.9,0.9,0.0,1.0
ACatalfamo,0.0,0.0,0.0,0.0
acbarone,0.0,0.0,0.0,0.0
ACBlunt09,0.0,0.0,0.0,0.0
acbrac,0.0,0.0,0.0,0.0
acc3319,0.0,0.0,0.0,0.0
ACC8053,0.0,1.0,0.0,0.0
accameron,0.0,0.0,0.0,1.0
accamp,0.0,0.0,0.0,0.0
accelerate,0.0,0.0,0.0,0.0
AcceptedNow,0.0,0.0,0.0,0.0
Accepted,0.0,0.0,0.0,1.0
AcceptMeNowPlease,0.4375,0.9375,1.0,0.0
acceptmeplease,0.0,0.0,0.0,0.0
AcceptMe,0.0,0.0,0.0,0.0
acceptmyass,0.0,0.0,0.107142857143,0.0714285714286
acceptplease,1.0,1.0,1.0,1.0
AccesstoJustice,0.6,0.8,0.2,1.0
acchristian,0.0,0.0,0.0,0.0
acclark,0.0,0.0,0.0,0.0
ACcommando,1.0,0.8,1.0,1.0
accounting_law,0.111111111111,0.944444444444,0.111111111111,0.333333333333
acctgnerd,1.0,1.0,1.0,1.0
acdisagod,0.0,0.0,0.0,0.0
ACDPDISALVO,0.0,0.0,0.0,0.0
ace06c,0.923076923077,0.923076923077,0.0,1.0
Ace10,0.846153846154,1.0,1.0,1.0
ACE15,0.9,0.8,0.0,1.0
Ace21kg,0.0,0.0,0.0,0.0
Ace23NY,1.0,1.0,0.0,1.0
ace34131,0.0,0.0,0.0,0.0
ace8888,0.0,0.0,0.0,0.0
ace888,0.0,0.0,0.0,0.0
acecasino320,0.0,0.0,0.0,0.0
Acedeuce,0.0,0.777777777778,0.888888888889,1.0
aceduce05,0.0,0.0,0.0,1.0
AceFellFromGrace,0.8,0.6,0.1,1.0
acefreely,0.0,0.0,0.0,0.0
AceHarmon,0.0,0.0,0.0,0.0
Aceholmes,0.315789473684,0.684210526316,0.0526315789474,0.105263157895
AceintheHole,1.0,0.7,0.0,1.0
AceKlub,0.0,0.0,0.0,0.0
acelaw,0.0,0.0,0.0,0.0
acensk8,0.0,0.0,0.0,0.0
Aceofspades31,0.0,0.0,0.0,0.0
AceOSpades,0.0,0.0,0.0,0.0
acervantes,0.0,0.0,0.0,0.0
acer,0.0,0.0,0.0,0.0
aceshop3,0.0,0.0,0.0,0.0
AcesOrKings,0.0,0.0,0.0,0.0
AcesOverKings,0.0,0.0,0.0,0.0
AceTen,0.0,1.0,0.0,1.0
aceton,0.0,0.0,0.0,0.0
acfd,0.888888888889,0.444444444444,0.0,1.0
acgreen22,0.0,0.0,0.0,0.0
ach297,0.0,0.0,0.0,0.0
ach8,0.0,0.0,0.0,0.0
achang2,0.0,0.0,0.0,0.0
achanin,0.0,0.0,0.0,0.0
achany,0.0,0.0,0.0,0.0
achaplick,1.0,0.6,0.0,0.0
achavez10,0.0,0.0,0.0,0.0
achavez,0.0,0.0,0.0,0.0
acheath1,0.0,0.0,0.0,0.0
ACheekyKiki,0.0,0.0,0.0,0.0
Achelous,0.0,0.0,0.0,0.0
acheronian,0.0,0.0,0.0,0.0
achianese,0.0,0.0,0.0,0.0
achilles2010,0.0,0.0,0.0,0.0
AchillesLastStand,0.0,0.0,0.0,0.0
achilleswinston,0.0,0.0,0.0,0.0
Achilles,0.0,0.0769230769231,0.0,0.0
achristoffel,0.0,0.0,0.0,0.0
Achromatize,0.25,0.5,0.0,1.0
achtung,1.0,0.857142857143,1.0,1.0
achudo,0.857142857143,0.142857142857,1.0,1.0
achung10,0.0,0.375,0.3125,0.9375
acidalia,0.0,0.0,0.0,0.0
acidten,0.0,0.0,0.0,0.0
ACinemaStare,0.0,0.0,0.0,0.0
acirilli1722,0.0,0.0,0.0,0.0
acisking,0.0,0.0,0.0,0.0
acissejmsu,0.37037037037,0.0740740740741,0.37037037037,0.37037037037
acitrac,0.0,0.0,0.0,0.0
aciv03,0.0,0.0833333333333,0.0833333333333,0.0
ACivE,0.0,0.0,0.0,0.0
acjumbo,1.0,0.8,0.2,1.0
ACKgirl21,0.583333333333,0.75,0.0,0.833333333333
ackstonusc,0.0,0.0,0.0,0.0
ACL274,0.0,0.0,0.0,0.0
aclay,0.0,0.0,0.0,0.0
aclem,0.0,0.0,0.0,0.0
aclise,0.0,0.0,0.0,0.0
aclockworktroy,0.0,0.0,0.0,0.0
acm2104,0.0,0.0,0.0,0.0
acm212,0.833333333333,0.111111111111,0.777777777778,0.888888888889
acm80,0.0,0.0,0.0,0.0
acmewrap,0.416666666667,0.583333333333,0.0,0.833333333333
acmj,0.0,0.0,0.0,0.0
acm,0.0,0.0,0.0,0.0
ACN2012,0.0,0.0,0.0,0.0
acnlexvegas,0.0,0.0,0.0,0.0
acodes,0.0,0.0,0.0,0.0
acohen12,0.0,0.0,0.0,0.0
acohen21,0.0,0.0,0.0,0.0
acolecro,0.8,0.8,1.0,1.0
acoleman,0.0,0.0,0.0,0.0
acolom1,0.0,0.0,0.0,0.0
aconner2,0.2,0.2,0.2,0.2
acoop13,0.8,0.8,0.8,0.8
acordoves1,0.0,0.0,0.0,0.0
acork,0.0,0.0,0.0,0.0
acornlover,0.0,0.0,0.0,0.0
acosma84,0.0,0.0,0.0,0.0
acosta847,0.0,0.0,0.0,0.0
acov,0.0,0.0,0.0,0.0
acp1784,0.0,0.0,0.0,0.0
acparker,0.0,0.0,0.0,0.0
acpatel,0.0,0.0,0.0,0.0
acr8453,0.0,0.0,0.0,0.0
acrai,0.0,0.0,0.0,0.0
acrawford5315,0.0,0.875,0.0,1.0
acrawfor,0.0,0.0,0.0,0.0
acro13,0.0,0.733333333333,0.0,0.0
acrobat1989,0.0,0.0,0.0,0.0
acromie,0.0,0.0,0.0,0.0
acronex67,0.0,0.0,0.0,0.0
acronyx,0.0,1.0,0.0,1.0
Acrossthepond,0.857142857143,0.571428571429,0.0,0.0
acrow914,0.222222222222,0.555555555556,0.222222222222,1.0
acrsullens,0.0,0.0,0.0,0.0
acrthelake,0.0,0.0,0.0,0.0
acs127,0.0,0.0,0.0,0.0
acs2,0.0,0.0,0.0,0.0
ACS507,0.0,0.0,0.0,0.0
acs92,0.0,0.0,0.0,0.0
acsfamu,0.0,0.909090909091,0.0,0.0
acslater84,0.0,0.0,0.0,0.0
acslater,0.5,1.0,0.75,1.0
acsprack86,0.0,0.0,0.0,0.0
acstj01,0.5,0.5,1.0,1.0
act0491,1.0,1.0,1.0,1.0
actingchick25,0.666666666667,0.666666666667,0.666666666667,0.833333333333
actiondirecte220,0.2,0.0,0.8,1.0
actis,0.0,0.0,0.0,0.0
actorlaw,0.9,1.0,0.9,1.0
Actorman13,0.0,1.0,0.0,1.0
acubria,0.0,0.0,0.0,0.0
aculp324,0.0,0.0,0.0,0.0
acuraracer,0.0,1.0,0.0,0.0
acv0926,0.0,0.0,0.0,0.0
acv32,0.0,0.0,0.0,0.0
acvaldez,0.0,0.0,0.0,0.0
acv,0.0,0.0,0.0,0.0
acw100,0.0,0.0,0.0,0.0
acwilson,0.571428571429,0.714285714286,0.714285714286,0.714285714286
acz26,1.0,1.0,0.8,0.9
ac,0.0,0.0,0.0,0.0
ad0221,0.0,0.0,0.0,0.0
ad139,0.0,0.0,0.0,0.0
ad332,1.0,1.0,1.0,1.0
AD3626,0.8,0.7,1.0,1.0
ad43,0.0,0.0,0.0,0.0
ad684,0.2,0.5,0.0,0.9
ad786685,0.0,0.0,0.0,0.0
ada3465,0.0,0.0,0.0,0.0
ada8547,0.8,1.0,0.3,0.3
adacuellar,0.0,0.0,0.0,0.0
adahopeful,0.2,0.0,0.0,0.8
adairt,1.0,0.6,1.0,0.8
adalba,0.740740740741,0.222222222222,0.0,0.888888888889
adalessandro27,0.0,0.0,0.0,0.0
adalex,0.0,0.0,0.0,0.9
adam11,0.0,0.0,0.0,0.0
Adam1222,1.0,1.0,1.0,1.0
adam206,0.0,0.0,0.0,0.0
adam29,0.0,0.0,0.0,0.0
adam4president,1.0,0.0,1.0,1.0
adam598,1.0,1.0,1.0,1.0
adam857,0.0,0.0,0.0,0.0
adamant06,0.0,0.0,0.0,0.0
adamator,0.0,0.0,0.0,0.0
adambeach1,0.0,0.0,0.0,0.0
adambentley,1.0,0.0909090909091,0.0,0.0
adambetz,0.0,0.0,0.0,0.0
adamchaz,0.0,0.0,0.0,0.0
adamdp,0.0,0.5,1.0,0.0
adameastman,0.0,0.0,0.0,0.0
AdamEisenstein,0.0,0.0,0.0,0.0
adameus,0.375,0.875,0.5,1.0
adamf84,0.0,0.0,0.0,0.0
adamg81,0.0,0.0,0.0,0.0
adamga1,0.545454545455,0.909090909091,0.636363636364,1.0
AdamGhester,0.0,0.0,0.0,0.0
adamgregory81,0.916666666667,0.583333333333,1.0,1.0
adamjm85,0.0,0.0,0.0,0.0
adamkalk,0.0,0.0,0.0,0.0
adamland,0.0,0.0,0.0,0.0
adamld08,0.0,0.0,0.0,0.0
adamlehua,0.0,0.0,0.0,0.0
adamlevitan,0.0,0.0,0.0,0.0
Adamlh,0.0,0.0,0.0,0.0
adamma21,0.0,0.0,0.0,0.0
adammac17,0.0,0.0588235294118,0.0588235294118,0.352941176471
adamp24,0.0,0.0,0.0,0.0
adampierce,0.0,0.0,0.0,0.0
adamps916,0.0,0.8,1.0,1.0
adamquigley9,0.0,0.0,0.0,0.0
AdamR123,0.0,0.2,0.0,0.0
adamrapp,0.0,0.0,0.0,0.0
Adamreust,0.0,0.0,0.0,0.0
adamroberts,0.0,0.0,0.0,0.0
adams100,0.0,0.0,0.0,0.0
AdamS11,0.0,0.0,0.0,0.0
adams1984,0.0,0.0,0.0,0.0
Adams472,0.0,0.904761904762,0.0,0.857142857143
adamsam31,0.25,1.0,0.0,1.0
adamsapple,0.5,0.0,0.0,0.0
adamsfly,0.0,1.0,0.0,0.0
AdamSmith,0.0,0.0,0.0,0.0
adamsoccer,0.0,0.5,0.0,0.0
adamstudner,0.0,0.0,0.0,0.0
adamwe,0.0,0.0,0.0,0.0
adamw,0.0,0.0,0.0,0.0
adamzdecker,0.0,0.0,0.0,0.0
adann,0.0,0.0,0.0,0.0
ADarkKnight87,0.0,0.0,0.0,0.0
adarna,0.0,0.0,0.0,0.0
adastra11,0.909090909091,1.0,1.0,1.0
AdAstra,0.0,0.681818181818,0.0,1.0
adatra,1.0,0.75,1.0,1.0
adav9690,0.0,0.0,0.0,0.0
adavid128,0.0,0.0,0.0,0.0
adavie1,0.0,0.0,0.0,0.0
adavis421,0.0,0.0,0.0,0.0
ADavis724,0.25,0.5,0.75,1.0
adawsonsmith,0.0,0.0,0.0,0.0
aday,0.0,0.0,0.0,0.0
adb1240,1.0,1.0,1.0,1.0
adb239,0.0,0.0,0.0,0.0
adbaxter,0.111111111111,0.111111111111,0.0,1.0
adbento,0.0,0.0,0.0,1.0
adbjlg10,0.0,0.0,0.0,0.0
adc2114,0.0,1.0,0.0,1.0
adc676,0.823529411765,1.0,0.0,0.0
adcqtpie,0.9375,0.8125,0.0,1.0
adcs,0.0,0.0,0.0,0.0
add02e,0.0,0.0,0.0,0.0
addctedtoglove32,1.0,0.9,1.0,1.0
addictedtoblue,1.0,1.0,1.0,1.0
addictedtodietcoke,0.0,0.923076923077,0.0,0.846153846154
AddictedToStatusChec,0.833333333333,1.0,0.0,1.0
Addictedtothemail,0.0,0.0,0.0,0.0
AddictiveTendencies,0.6,0.1,0.0,0.0
addie13501,0.0,0.0,0.0,0.0
AddieK,0.0,0.0,0.0,0.0
Addien,0.0,0.0,0.0,0.0
addisontx,0.0,0.0,0.0,0.0
adedlin,0.0,0.555555555556,0.0,0.0
adee,0.0,0.0,0.0,0.0
adeg4480,0.0,0.666666666667,0.0,1.0
adehmar,0.0,0.0,0.0,0.0
adelaarvaren,0.0,0.0,0.0,1.0
ADELACRUZ,0.0,0.0,0.0,0.0
adelec,0.0,0.0,0.0,0.0
adele,1.0,1.0,0.25,1.0
adelle444,0.0,0.8,0.2,1.0
adelliot2,0.0,0.0,0.0,0.0
ademska,1.0,0.8,0.2,1.0
adem,0.0,0.0,0.0,0.0
Adenike,0.0,0.0,0.0,0.0
adeptcomp,0.0,0.0,0.0,1.0
Aderayo,0.0,0.0,0.0,0.0
adevo34,1.0,1.0,1.0,1.0
adgilbert81,1.0,1.0,1.0,1.0
adgirl13,0.944444444444,0.611111111111,0.944444444444,1.0
adgross,0.0,0.0,0.0,0.0
adgrosve,0.25,0.5,0.5,0.75
adh0232,0.0,0.0,0.0,0.0
adh07d,1.0,1.0,0.0,0.0
adh911,0.0,0.0,0.0,0.0
AdHaq,1.0,0.888888888889,0.888888888889,1.0
Adhcjh,0.0,0.0,0.0,0.0
Adhesive,0.0,0.571428571429,0.0,0.0
adhfh3,0.0,0.0,0.0,0.0
adhillon2,0.0,0.0,0.0,0.0
AdHoc,0.333333333333,0.666666666667,0.0,1.0
Adiamond2014,0.6,0.6,0.6,0.6
adiaz20077,0.0,0.0,0.0,0.0
ADiaz,0.0,0.0,0.0,0.0
adidas0313,0.0,0.0,0.0,0.0
adidas989,0.0,0.625,0.0,0.625
adidaz98,0.0,0.0,0.0,0.0
adidwani,0.0,0.0,0.0,0.0
adie8033,0.0,0.0,0.0,0.0
adiehl,0.0,0.0,0.0,0.0
Adika86,0.923076923077,1.0,1.0,1.0
Adilifu,1.0,0.75,1.0,1.0
adinger,0.0,0.0,0.0,0.0
adin,0.0,0.0,0.0,0.0
adisa77,0.0,0.0,0.0,0.0
adi,0.0,0.0,0.0,0.0
adj04,0.0,0.0,0.0,0.0
adj5646,0.0,0.0,0.0,0.0
adjectivenoun,0.75,0.625,1.0,1.0
adjudicator79,0.0588235294118,0.176470588235,0.0588235294118,0.176470588235
Adjudicator,0.0,0.0,0.5,0.0
AdjunctScholar,0.823529411765,0.529411764706,0.705882352941,1.0
adjustor,0.0,0.25,0.0,1.0
adjutor,0.0,0.0,0.0,0.0
adjy2000,0.0,0.0,0.0,0.0
adk06,0.0,0.0,0.0,0.0
adk1020,0.0,0.0,0.0,0.0
ADks,0.4,0.766666666667,0.9,0.966666666667
adlasky,0.733333333333,0.8,1.0,1.0
adlc85,0.857142857143,1.0,0.142857142857,1.0
adlerathlete,1.0,1.0,0.857142857143,1.0
adm72087,0.0,0.0,0.0,0.0
ADM888,0.0,0.0,0.0,0.0
admabbey,0.0,0.0,0.0,0.0
adman1212,0.0,0.0,0.0,0.0
admarcus,0.0,0.0,0.0,0.0
admichal,0.0,0.0,0.0,0.0
admin,0.0,0.0,0.0,0.0
admiraladg,0.0,0.857142857143,0.0,1.0
AdmiralNelson,0.0,0.0,0.0,0.0
AdmiralReject,0.652173913043,0.95652173913,0.913043478261,1.0
admissionsgeek,0.0,0.0,0.0,0.0
admitfinally,0.0,0.0,0.0,0.0
admitmenowkthxbai,0.555555555556,0.111111111111,1.0,1.0
ADMITme,0.807692307692,0.961538461538,0.0,0.961538461538
admitnow08,0.941176470588,0.882352941176,0.0,0.764705882353
adnm634,0.0,0.0,0.0,0.0
adnmoh1,0.0,0.0,0.0,0.0
adocinabox,0.0,0.0,0.0,0.0
Adog19,0.909090909091,0.636363636364,0.727272727273,1.0
adogg,0.0,0.0,0.0,0.0
adollarninetynine,0.0,0.0,0.0,0.0
Adon241,0.846153846154,0.846153846154,0.846153846154,1.0
Adonis,0.0,0.0,0.0,0.0
adora,0.0,0.0,0.0,0.0
adp123,0.0,0.0,0.0,0.0
adp33,0.0,1.0,0.0,1.0
adp3787,0.916666666667,0.666666666667,0.916666666667,1.0
adpettke,0.0,0.0,0.0,0.0
adphorns,0.0,0.0,0.0,0.0
adpi2016,0.0,0.0,0.0,0.0
adpierce,0.0,0.0,0.0,0.0
adr528,0.5,0.666666666667,0.166666666667,1.0
adrastusblab,0.0,0.0,0.0,0.0
ADreaminVagabond,0.0,0.0,0.0,0.0
ADReeves,0.0,0.0909090909091,0.0,0.0
adrew,0.0,0.0,0.0,0.0
adrg11,0.0,0.0,0.0,0.0
adrian92,0.333333333333,0.916666666667,0.0,0.0
AdrianBeltre,0.181818181818,0.0,0.0909090909091,0.181818181818
adrianlee,0.0,0.0,0.0,0.0
Adriano,0.0,0.0,0.0,0.0
Adrianveidt1000,0.0,0.0,0.0,0.0
AdrianVeidt,1.0,0.571428571429,1.0,1.0
adrib,0.0526315789474,0.684210526316,0.0526315789474,1.0
adrientukai,0.0,0.0,0.0,0.0
adrineh23,0.0,0.65,0.0,0.95
adrispina,0.0,0.0,0.0,0.0
adrotz,0.0,0.0,0.0,0.0
ads22,1.0,0.95652173913,0.0,1.0
adsingh,0.0,0.0,0.0,0.0
adt54,0.0,0.0,0.0,0.0
adtilly,0.0,0.0,0.0,0.0
adubdt,0.0,0.0,0.0,0.0
aduda,0.0,0.0,0.0,0.0
adufour,0.0,0.0,0.0,0.0
Adun,0.0,0.333333333333,0.0,1.0
aduroja,0.0,0.0,0.0,0.0
aduvall,0.0,0.0,0.0,0.0
adventurousyes,1.0,0.961538461538,1.0,1.0
adverseeffect,0.823529411765,1.0,1.0,1.0
advicewelcome,0.375,1.0,0.125,1.0
AdVictoriam,0.0,0.0,0.0,0.0
Advocate,0.0,0.0,0.0,0.0
adw49,0.0,0.0,0.0,0.0
adw82,0.0,0.0,0.0,0.785714285714
adwesterfield,0.0,0.0,0.0,0.0
adwolf16,0.0,0.0,0.0,0.0
adxx83,0.0,0.0,0.0,0.0
adykhan,0.0,0.0,0.0,0.0
adyu,0.95,1.0,0.0,1.0
Adz,0.0,0.2,0.0,0.2
Ad,0.0,0.0,0.0,0.0
ae343434,0.0,0.0,0.0,0.0
ae71386ae,0.0,0.0,0.0,0.0
aeadams1,0.0,0.0,0.0,0.0
aeason,0.0,0.0,0.0,0.0
aeb2029,0.0,0.6,0.0,0.7
aeb3211,0.0,0.0,0.0,0.0
Aeb972,0.0,0.0,0.0,0.0
aebiga,0.0,0.0,0.0,0.0
aebioch,0.8,0.2,0.2,1.0
AEBK,0.0,0.0,0.0,0.0
aec0147,0.0,0.0,0.0,0.0
aec721,0.0,0.0,0.0,0.0
aeck3307,0.0,0.0,0.0,0.0
aecourt,0.0,0.0,0.0,0.0
aed35,0.0,0.0,0.0,0.0
aeduok,0.0,0.0,0.0,0.0
aef2501,0.0,0.0,0.0,0.0
aef81,1.0,1.0,1.0,1.0
aefowler,0.0,0.0,0.0,0.0
aeg5089,0.75,0.625,0.5,1.0
Aegirine,0.0,0.0,0.0,0.0
aegold720,0.0,0.0,0.0,0.0
AEH0307,0.0,0.0,0.0,0.0
aeh2w,0.0,0.0,0.0,0.0
AEIOUL,0.833333333333,0.333333333333,1.0,1.0
aejoseph,0.0,0.0,0.25,0.5
aejs,0.0,0.0,0.0,0.0
aek96,0.0,0.0,0.0,0.0
aekea,0.0,1.0,0.0,1.0
aelaw88,0.0,0.0,0.0,0.0
aelerner,0.0,0.0,0.0,0.0
aelias,0.0625,0.75,0.0,0.0
AElizabeth,1.0,0.333333333333,1.0,1.0
aelliot5,1.0,0.2,1.0,1.0
aelnoory,0.0,0.0,0.0,0.0
aelphaba,0.916666666667,1.0,0.416666666667,1.0
aelsbeck,0.0,0.0,0.0,0.0
AEmerson,0.0,0.0,0.0,0.0
aemoffett,0.0,0.0,0.0,0.0
AEMommy,0.0,0.714285714286,0.0,0.857142857143
aemrich,0.0,0.0,0.0,0.0
aemrzf,0.0,0.0,0.0,0.0
Aeneas16,0.0,0.0,0.0,0.0
Aenigma,1.0,0.6,0.6,1.0
aenima,0.0,0.0,0.0,0.0
aeon1981,0.0,0.0,0.0,0.0
AEP65,0.0,0.0,0.0,0.0
aepagel,0.0,0.0,0.0,0.0
